number,uid,gender,age_range_code,area_code,gender_str,age_range,area_str,CV,purchase_amount
1478,1BE1AEB04AE16807CEA5105775AEDC140E83C68F6A38F21E90,1,2,5,male,18-22,Saitama,0,0
1479,6732F52F470EAC84475D6222F313E7D293465E27F759C8883E,1,3,2,male,22-29,Kanagawa,0,0
1481,4D8ECF2EC8578776A21E67ADB0F87037A438E7DA47F86364AE,1,2,4,male,18-22,Aichi,0,0
1482,DD76F1D8907B7BEF95048B34C6C86EE864CDB2AB38ECECB1B2,1,1,1,male,16-18,Tokyo,0,0
1483,AB8EA579FAE848A6CC1045FBC73698D383720CF0FFC8B6DB84,1,5,4,male,40-49,Aichi,0,0
1484,A85A5A6AD3CA21DD650CD63C7497D6C9B5424DD5383861C819,1,4,35,male,30-39,Yamagata,1,180
1486,82068C3F3307998EE010749C690DCB9DF00AB02A932A96399E,1,7,2,male,60-,Kanagawa,1,60
1487,E13AEAB779E8E09EE4F23A2AEBA655958ED890CA59050339B2,1,5,11,male,40-49,Ibaraki,1,640
1490,3A8A566B5E63F4F2EF7B82E537DF8D9A9188B0BC0E9A344F9A,1,5,3,male,40-49,Oosaka,0,0
1493,E132EF29765CFA7ACA26F4AD8D0AB8C52EECC345DD2C0F2CF6,1,5,1,male,40-49,Tokyo,0,0
1494,2720C7036C9BFD2895678EACE5929C37E77EF836CB2FE39A20,1,5,3,male,40-49,Oosaka,0,0
1495,9BAD85E704C7160959AC00A0E0590E213414E9C1DB0930506E,1,3,3,male,22-29,Oosaka,0,0
1496,C33BD24492FFC30A7AD7B533A528AFC162F01A439C51F99D59,1,1,19,male,16-18,Gunma,0,0
1497,86CD96190D51D03E22453EEF4576F9EE52BF2BBE848A8D2BA4,1,1,39,male,16-18,Kagawa,0,0
1498,7E96B6DC4C95289EBC68435BD0BA86D8BBD08A261CEF20E618,1,2,7,male,18-22,Hyogo,0,0
1499,920C4799B0BE825713C43650E395C0E8F687758F1396EA214B,1,1,27,male,16-18,Yamaguchi,0,0
1500,D9AF8BFFB54D945A1115F6E3EF7563525076758AAD2F772E5A,1,1,1,male,16-18,Tokyo,0,0
1501,415B9193AF63CF180C98FDD851832B21A396698C66933FD2C2,1,6,1,male,50-59,Tokyo,1,80
1503,FBDF7368ED4278A88ADF7BC45BCDF21E0E26B7DEFC4E578952,1,7,11,male,60-,Ibaraki,0,0
1504,51173A90D86310DB8467A0EDBC8D8FFF11D36C023D07B55A0A,1,5,19,male,40-49,Gunma,0,0
1505,853EDB51BF5D2A53B96FCEA7705C84EDF283E9BD8EFBEBE58B,1,4,12,male,30-39,Hiroshima,1,60
1506,9D1CF1EFF5590E07EBC821DFA19F4B78A4BC24067AD11A6ABB,1,5,2,male,40-49,Kanagawa,0,0
1507,FEA4F92B05AC5EE208A5B7968BDB261DC76A3B49442D6469CD,1,4,1,male,30-39,Tokyo,0,0
1508,AD162F18C7F8DF9993591C09F39C006DA9BCE385BE5020002B,1,1,41,male,16-18,Saga,1,260
1510,7B11749626F82BA20AD22A08DE22E755E8AE6AE74EF33FDCBC,1,1,21,male,16-18,Fukushima,0,0
1511,A2A11516FF99FE8661B286E6E11FB418E204E5A10AFE8E5105,1,7,2,male,60-,Kanagawa,1,80
1515,38C51C71A413F9F9E3F2F1A1074F15124BC60DDC9F6CDB2AE8,1,2,16,male,18-22,Nagano,1,340
1516,1AA195A4C87EF96B9BE80D3EDD630AE5825DA8325D9C66BFAF,1,3,5,male,22-29,Saitama,0,0
1518,38952640595EECBCFCC62444857D049B4117C71C0B5C9E653B,1,1,8,male,16-18,Hokkaido,0,0
1519,B34A7F84C0DE83AC3C9448B2B8AD2C26FB90F157EBA7236F6A,1,5,14,male,40-49,Miyagi,0,0
1520,1CFE3C0353AD8F6FAC6D5DD6165BD2ACF8618A662538D682FC,1,4,5,male,30-39,Saitama,0,0
1522,508E48027342FF48A8E9A7C9D49340B29F1292ABF5CFC46824,1,4,13,male,30-39,Kyoto,0,0
1523,6F7575AAC7CCAFF4371CCE1EA5C76E501761AB7AC5AC67E29E,1,1,6,male,16-18,Chiba,0,0
1524,D4F35D171DB991E216C724804F135266393B30B1099219332B,1,4,3,male,30-39,Oosaka,0,0
1525,297B5EF0A89C85D1CA1AF7F9CBF0694256F1E1087B1FDAA498,1,2,19,male,18-22,Gunma,0,0
1526,FD2C4A4F0C399544F7C393DC3748B50D64AA13BEEAACF47B3D,1,1,1,male,16-18,Tokyo,0,0
1527,3E715A49676C0C916424DEEDA226EB787341DDC55FCD05AD8F,1,2,26,male,18-22,Shiga,0,0
1529,BC964C2EB45B5C5407B986467C04DE3473F4373EC33A2FA632,1,5,18,male,40-49,Tochigi,0,0
1530,39F5374DD247A04953B82B4CEB9816D3EA742D2364D3C43B33,1,4,1,male,30-39,Tokyo,0,0
1531,FB1E7E0D2CDD664C974CDB91A311E5B84A75BE88700A1B40F9,1,4,1,male,30-39,Tokyo,0,0
1533,28303B2B8E7490994521ACA704B61FAB5392D4EE326F99E228,1,4,30,male,30-39,Nagasaki,0,0
1534,BEF96FDD5C1AF2429759B237D2F21C14DD187FCCBE7790984D,1,1,1,male,16-18,Tokyo,0,0
1536,F673F0647C7723BF0DC8FA1DD03C3CBDDD4B11D3658BE9BF21,1,4,1,male,30-39,Tokyo,0,0
1538,1E6C17FD22887DC12C7B4D3237C85F981488A32045B849F186,1,3,6,male,22-29,Chiba,0,0
1539,E929B1A104BAA6B15C85FB9F8C02ACCA1C2E6DD43A2D308D83,1,3,5,male,22-29,Saitama,0,0
1540,58A204A4C82E45970C9D893BDA64CD562F0377A3CC15CBBBF1,1,1,12,male,16-18,Hiroshima,0,0
1542,ADE5C5DFF0FC67A1A403F5BF8B174186ADC962CBEBC93E1AE9,1,1,7,male,16-18,Hyogo,1,900
1543,8CFC720130A89D5F0D7E501EC6E3EBD88980000DEFB532A509,1,7,5,male,60-,Saitama,0,0
1545,E29E09B92D4A9AB4DA1B24777B515020CB38A38441349E39DB,1,2,8,male,18-22,Hokkaido,0,0
1546,2B59DFC4B019835818A96D0865C0941C40BA5265635EB24FE3,1,1,19,male,16-18,Gunma,0,0
1548,B3C7205A8A07A64984A6C1F956C899DD67EA0CCE1AAB46CED5,1,7,16,male,60-,Nagano,0,0
1550,9E08C0FDB55EB46AA6D9F8FCB8436A3C14AB8D98343001B4FF,1,2,26,male,18-22,Shiga,0,0
1552,A17AEE8C3EB5D0164F73D0305DC35CD352DA0B61E02B95636A,1,7,1,male,60-,Tokyo,0,0
1553,D27C0224952BC4E7D68DC3BB51F776B60FA9615C2BC8D5AED7,1,4,1,male,30-39,Tokyo,1,720
1554,D3541E94A20DA7AC4DB5AEA748CFBC34850FEB18DF2DFE8B81,1,4,4,male,30-39,Aichi,0,0
1555,19F35A388A463E5C8D8B94BC676DAC45C4D00A24E8EC24C564,1,1,6,male,16-18,Chiba,0,0
1558,E46FB2FCBB0E45A72DF4B662635A4E0BA9DC5829B4733E2349,1,2,14,male,18-22,Miyagi,0,0
1559,0C4448CF3EE3CC2A68DFB2089BEB3EC1F5D1991400515AD717,1,2,26,male,18-22,Shiga,0,0
1561,3890B547A349A98F793A10B2B929719548B3ED10561DA89E5D,1,7,7,male,60-,Hyogo,0,0
1563,8BF688D37A5F789FA0E066867E0110FDF290575D4158429239,1,1,30,male,16-18,Nagasaki,0,0
1564,3EBBA7EF503727424385E805C727B2D98C2A812E607E5E53FE,1,5,1,male,40-49,Tokyo,0,0
1565,132D0FE35E3BC288BAAC8F132A0FA7A5F0DEE3D9927ECACA40,1,4,44,male,30-39,Tokushima,0,0
1568,C347E198F532A47763DA10AE33B8DE072C4A495958A84D5BE1,1,1,10,male,16-18,Shizuoka,0,0
1572,59A4EF2634A4C0C484D221FC839D235F353FF395C550BAD85B,1,5,7,male,40-49,Hyogo,0,0
1575,3A912354E3CD6B87731F78157DA2638465C9A8BC0189B2C3E2,1,3,4,male,22-29,Aichi,0,0
1578,72F4FB87AB0EF8ABBE1CC61868EF181CB40828CADE37AC3996,1,7,17,male,60-,Gifu,0,0
1580,30D215F3BA099DB9AE92B157F8B7B9D355EF3E0C968A1BB9B0,1,1,8,male,16-18,Hokkaido,1,160
1581,A2C32C61D84796B5DCF648B5F93B172B733784FAAD356C427F,1,4,5,male,30-39,Saitama,0,0
1582,D6583B06EDAD769EB08F87E26BA0CBF6B00E377A6190FC11D8,1,7,37,male,60-,Toyama,1,880
1584,62AC852EDA2F26F6AE5693903F31145CC98183A877A4F84609,1,2,2,male,18-22,Kanagawa,0,0
1585,225B0B0C0C9D777DEA74F93A838C7019EEDEB2032BCCD47BF5,1,2,6,male,18-22,Chiba,0,0
1587,B3A1670215A59A4F28282C6D5D974CFD77A4DCEDE22E5B79CF,1,1,9,male,16-18,Fukuoka,0,0
1588,17FDE6B63AF90675283767B1DE1B53787B61CC1C24055BA6C8,1,1,3,male,16-18,Oosaka,0,0
1589,0587BC54157E6538C23D0BDCE9FE73FD464CD8839D908D0B79,1,3,10,male,22-29,Shizuoka,1,600
1591,3ACB8A032207B7697CA38F1323F76373B60420DCD0F550EC4B,1,1,41,male,16-18,Saga,0,0
1592,9259B620AD173224A02F68E17081FAE08BEDDEA40D94BDC909,1,4,4,male,30-39,Aichi,0,0
1593,98B5AE25554C0CCEFCD8DFDD01C55CC5B276310619061190CF,1,1,1,male,16-18,Tokyo,0,0
1596,9C148E2D6EC53DE9889F9F4E07036B1F1207F2AF33AC518D55,1,5,4,male,40-49,Aichi,0,0
1598,51F1BE480359DD4810D680C00DEA5AC9DD63CDD6D9547FEFEC,1,5,35,male,40-49,Yamagata,1,280
1602,61A0D0ABA1846B8438A62F97A09D56FCF8DAED34FAB59CC8AF,1,5,4,male,40-49,Aichi,0,0
1604,A149D7288A6C5346CCFD2D497577285B4B2E4BAFEFB5CB82DC,1,7,6,male,60-,Chiba,0,0
1606,BBB71F8B09DAAAB622790D3E818BD478721BD79BF1E8DC8062,1,6,1,male,50-59,Tokyo,0,0
1607,668C70F336EC9EB6E6BA6ECE64DA52A22E296EC80CC5934664,1,4,2,male,30-39,Kanagawa,0,0
1608,6FD4A96FF799FFA42813B5F32BBA6CE2135EF63E24C9CA6B47,1,4,21,male,30-39,Fukushima,0,0
1609,BE35FED084BF9D2281D6899527277FFDAE71ECD6F946AECEA8,1,1,14,male,16-18,Miyagi,0,0
1611,108CA99DB1C5DCE0672225CD06FE291CE5B829DDC37BB938D1,1,7,14,male,60-,Miyagi,0,0
1613,5C281D315D5FCE7B90AC06BB9DDF083A0FD0FF89C13A66349B,1,7,4,male,60-,Aichi,0,0
1614,8B77D5FB58E14A10773D95BC92213BF573DCFF4D88926A5166,1,7,15,male,60-,Niigata,0,0
1616,700EF24D67982850E275527DD1D0949629422B7F270B103DC0,1,2,12,male,18-22,Hiroshima,0,0
1617,99E4D9839CFFDFA9CFBE2711C09109D2D218040CD29F9E1A08,1,2,28,male,18-22,Aichi,0,0
1620,213C8BB0A9B8DE241FF79BDA0EBAA8C2DE5596BEA4F772AF85,1,2,4,male,18-22,Aichi,1,80
1621,826B6824B371978DEB28170BCBB4AAE236B92A1EE7A80B06F7,1,1,12,male,16-18,Hiroshima,0,0
1622,B59BD5C758DC5A341B73CB6829F86257BF50D249B3D61C1F7A,1,7,1,male,60-,Tokyo,0,0
1624,BE3C4853500ECC4CEBFCF7D5FAB84769EC8FC6CC3302AAC270,1,2,1,male,18-22,Tokyo,0,0
1625,6ED3AE87AD3A8D8AC9B7B496D922C9B220397235076216E4C3,1,1,5,male,16-18,Saitama,0,0
1627,BDE2887A0DEE82834968975D7240A067AB0228C629D7DC6A0C,1,1,5,male,16-18,Saitama,0,0
1629,E1DE661A2F9C280B33467754091DD1C371558E8813A335D853,1,3,1,male,22-29,Tokyo,0,0
1630,A1DF55532CF7DF1076E65C79784A7D466614CD438C166F648B,1,2,14,male,18-22,Miyagi,0,0
1631,B029BE164E96E74F32A6AED558C9EA10A49A35EE092299BB6F,1,3,32,male,22-29,Iwate,0,0
1632,DD0B748B4DD5E3676F8E8680C7B5D67B065D79C5A96B53622C,1,2,9,male,18-22,Fukuoka,1,180
1633,6A5AF8AAAC27863046C7B7320B14520A491438F111F62EDE01,1,1,43,male,16-18,Fukui,0,0
1636,857DB3BCD8BFFE32A85107ADD7794E9637FE31594B03928ABF,1,7,6,male,60-,Chiba,0,0
1637,0250B2645CC91466846C0464153231066620001714CE40F0E2,1,7,1,male,60-,Tokyo,0,0
1638,AD11EDA37C7139994E27B46BCAADD2FABA6FA4B44916B678C5,1,2,16,male,18-22,Nagano,0,0
1639,35E08C83219E4F93C0255A35D1BC8D59067EB7414E3F8ED73F,1,3,1,male,22-29,Tokyo,0,0
1640,F51D7F8DA920001597A7EB2005CA552479C01C53754E604C96,1,4,4,male,30-39,Aichi,1,500
1641,7CE6C726273F15C35BD16471D525CA2534FC302A41A67B23EA,1,5,8,male,40-49,Hokkaido,0,0
1642,BF24DE69078FD3F97D44EE24E71D0A9EABED44586116A6E831,1,2,1,male,18-22,Tokyo,0,0
1643,002AB2D6A0D052B1BE047184F3E84A3A0626AE5FD26E0DAD9B,1,2,20,male,18-22,Okayama,0,0
1644,C27D80DB3D165819C4F038722175E52CA959F585227B2BA1B2,1,3,1,male,22-29,Tokyo,0,0
1649,E808CAAAFC2E9F0DB1A19E24898F11B2818260ECDD0C2A2456,1,1,11,male,16-18,Ibaraki,1,540
1652,10C9C2D808A7C8E9DDB4AEC0FF1C36F4F399F2EAF65A5C4233,1,4,34,male,30-39,Oomuta,0,0
1654,336B48A90252EFC7D78BE08D0C5297C261954F009CA94C2D99,1,3,34,male,22-29,Oomuta,1,80
1655,B46A8F458043E7504312151A69F38047F223DECC149DEEB0EE,1,2,5,male,18-22,Saitama,0,0
1656,A924804D624885E4EB195AC7B64CEB075AB6A0B23363114394,1,2,1,male,18-22,Tokyo,0,0
1657,51F7BF94D7D8BD107A44CB7523B5AE0758CA881CCC4883C4C5,1,3,7,male,22-29,Hyogo,1,540
1658,1024502A39E0F8FFF9DDD5D2E30B757CBBA72D0764AB03ED43,1,1,12,male,16-18,Hiroshima,0,0
1660,C7A7E67EDEC14CF0C28F71CA49354A1F465E20B14BD4A4BBEA,1,2,3,male,18-22,Oosaka,0,0
1664,20C195D96219E5DCCF3F1A06ADC3452C7EC56117D1A119EB10,1,5,6,male,40-49,Chiba,0,0
1665,19E4CF2A32DF7B90453CB857495CC5A0080E4FAA64C94009C6,1,1,7,male,16-18,Hyogo,0,0
1666,8051294F16B7E2D95825B8AC1AAB815271ECCBED6F24FD1058,1,2,5,male,18-22,Saitama,0,0
1668,B395FC5C251F070F8F99AD8EB5FA11133D1822DB47B4551369,1,7,8,male,60-,Hokkaido,0,0
1670,99862E65CDEAF62A8B115A76757D55DCA5CEE5CB2C4C97DAF8,1,7,4,male,60-,Aichi,0,0
1673,C8C0CB4D3DBC9D1D1428501130ADDB3D34ABA461895BE2247F,1,2,18,male,18-22,Tochigi,0,0
1674,625FD39A82786EECBEBCA39F1C36DCF999F531201A5AC418E0,1,4,17,male,30-39,Gifu,0,0
1675,E4A8BF82109D9EFCEF833E9FFC449B3ED56EC99A46D9151C19,1,4,6,male,30-39,Chiba,0,0
1676,13B5449BF7F41D4A33EB1FFAEE37F138410B21D0FA401AB7E9,1,2,9,male,18-22,Fukuoka,0,0
1677,8080F0F26FB6A5186C1FEEF4628A233C34B96336D8EC68B9F5,1,3,34,male,22-29,Oomuta,0,0
1679,2CFB8BAB6F099F98A08CEF9CF9B575634D0D005CE5D28E1C2E,1,7,8,male,60-,Hokkaido,0,0
1680,8274BED38E8B959A58939E0EF0AEA93D9804CD10D42F6DEBFE,1,1,27,male,16-18,Yamaguchi,0,0
1681,DACC2E8D7193328AA0DAD7C73F1D2EAC3F6C55ADB58C04C31B,1,2,3,male,18-22,Oosaka,0,0
1682,417851FC084045AA5729C749128AFA6EC278EB956EF4459173,1,3,11,male,22-29,Ibaraki,0,0
1685,23173F4F8C9420B54FCE419720EAD9376E35E4DED273AD0D3E,1,2,1,male,18-22,Tokyo,1,180
1686,61758FF5A4AF09D18BDD4CAA0983C0FF170B2A7F716C388E10,1,4,2,male,30-39,Kanagawa,0,0
1688,1E4EAD5FC72EA5D0E26F2DE802D7818E09C18D64A1C9B2DD7A,1,3,4,male,22-29,Aichi,0,0
1689,1812019744EB0ED5A4BDA4BFD65D2240CBAAA9EF3E00DB9C21,1,1,16,male,16-18,Nagano,0,0
1690,13FA40923D2EB0FBEC514C897F63FB9B6DE355216D1002EBB4,1,1,12,male,16-18,Hiroshima,0,0
1691,401E9EE5E1A9082F0E915653619D9E2C600300CFD40F836EF3,1,3,8,male,22-29,Hokkaido,0,0
1693,D423D201426C000CD4473B8758919D089019DAAD9CFD87DC5D,1,5,3,male,40-49,Oosaka,0,0
1694,11B7F3654105907F3D770F5DBC91E89C52A5B2EC40F0512907,1,2,11,male,18-22,Ibaraki,0,0
1697,427452EF5B2DB032A57D94432006344C488F7597A52230CA64,1,7,2,male,60-,Kanagawa,0,0
1699,9245365CBB7C5259BC78FCE8EFDF1864898AB430FE88F557BA,1,4,5,male,30-39,Saitama,0,0
1700,C2FF41212B6F190BD72FADA3DC46DC42F51A742BF230C3F215,1,3,7,male,22-29,Hyogo,0,0
1701,EDA9B5ADDE123D5807AA1A7B9D78676E184B373E2EFCFF3EDF,1,2,36,male,18-22,Miyazaki,1,180
1702,34E1B96EE6DF3CE8E95FE93DCBFA6D58F82D0EF13CB679FF9F,1,7,27,male,60-,Yamaguchi,1,320
1703,F3B0772FA976C5EE73AA946E69CCA8AD07A0E9FF9AFCE75DDF,1,2,4,male,18-22,Aichi,0,0
1704,720D8A32668305CDF18987671AA196673420B40033621743AF,1,1,8,male,16-18,Hokkaido,0,0
1707,8444E20CCD1C0BD774397E45F937218E148C0494F51D9D3DC3,1,7,24,male,60-,Kagoshima,0,0
1710,CDDBB1DC5495374B3A1F73A8F63CED37876A43B083ACF564AB,1,6,1,male,50-59,Tokyo,0,0
1711,D12AD05BC8D4E0AFCFD26AB7FD486E033B21A9A1642B58A16B,1,1,1,male,16-18,Tokyo,0,0
1712,8DF082F2B61D203F37F087C94654C914DD141B5EE5B22374BA,1,1,2,male,16-18,Kanagawa,0,0
1715,EA9C51FA40E0B306B11750DC80AB78C6B3A0B7249B6B4D3FE4,1,1,9,male,16-18,Fukuoka,0,0
1716,B6891266E6DCB3B5F585B09A2A886D2D9145B88F8279ECBCDF,1,1,2,male,16-18,Kanagawa,0,0
1717,423BF8A3C57913535AEDE571E231C1D17ACDB8E88F3DDFC587,1,2,6,male,18-22,Chiba,0,0
1718,9DB89DA0A0D3687B28F07EDC2CD2EB1F20E036EE29BF4BA693,1,7,6,male,60-,Chiba,0,0
1721,313728AEFE5FA20B74B29546C8544E61C704AD0B20CF079114,1,5,39,male,40-49,Kagawa,0,0
1723,89AA19CE5773ABE11C92DAEC9FB14C96579CA6CC51F9A45E71,1,5,7,male,40-49,Hyogo,0,0
1724,EC1E072BA0570B8D4A1E933420A6E771B81E503BBB51F23FFF,1,1,10,male,16-18,Shizuoka,0,0
1725,7FA930830E3EF0D40D2FB2E80AB44A6E0508A5D6F70498A09A,1,2,9,male,18-22,Fukuoka,0,0
1726,A0D24FA918F30C04722CC9E50DCDDB0C8F2D36D81542E92CFA,1,6,1,male,50-59,Tokyo,0,0
1727,E78D0A1A2990383E8DBD8616C690E94467C9D5DA02C4F967F8,1,4,10,male,30-39,Shizuoka,0,0
1728,76515C6F4B4B77ADF86E3F089B4E7A7975C1C9B4CE2435C9A3,1,4,1,male,30-39,Tokyo,0,0
1729,6C6AD743FDA25EF27269540A7DC559513015FC2F75530D4296,1,1,16,male,16-18,Nagano,0,0
1730,895FF948B2FEAE06371CBC3E9B034FA91DBA1F653F25C25D92,1,5,1,male,40-49,Tokyo,0,0
1731,E0B02E00C6E8928D37FA95FDEBBD6AA95489D2CD62F39E3406,1,3,14,male,22-29,Miyagi,1,200
1734,5F2B4FE5E61F6A0579DD064F0016D47AF2B88EEE1C3FAC42C9,1,7,7,male,60-,Hyogo,0,0
1735,65F38ECD1F7697B0265105D5B0F93253F70D73CD8FEA7B079E,1,1,45,male,16-18,Kochi,0,0
1736,189C32460ECFCB904ADAB1059D950D169A41B86ABEF69D188B,1,2,1,male,18-22,Tokyo,0,0
1737,31B366A668C47F6D2EAAD6C590F695B2F2BFEC71B1897F315E,1,2,6,male,18-22,Chiba,1,960
1740,0C00E7B9B6A1CB156CF7C1201FD7657E5DCB347A65BDCFAE7C,1,5,12,male,40-49,Hiroshima,0,0
1742,8C94AB6C1B1C8FC364964980AF3AEAD98F9763046B3BC70547,1,6,5,male,50-59,Saitama,0,0
1744,73CB79246DB5C82EC5B719E6719C84798E01A6E94B0B4E09E6,1,7,5,male,60-,Saitama,0,0
1745,594DCD321D75C75F23E488CE97D0F9D536258FA732FAAEE775,1,3,10,male,22-29,Shizuoka,0,0
1746,AE0DE91C6210360361244536C0930EC5BEAE8968104B4CBB76,1,5,6,male,40-49,Chiba,0,0
1748,16780EBD1CA437C8C4AC1AFFA41357BC71B4F9CCFBC76DC869,1,1,39,male,16-18,Kagawa,0,0
1749,D43CC31D7B48970B821EC64CC1C4EDC225F6A331CEB00F2C30,1,1,5,male,16-18,Saitama,0,0
1751,B2CB5445EA6BE620973500FFA93076A5FB5CB61386C93247EF,1,6,3,male,50-59,Oosaka,0,0
1753,0CF3177D85188F77D916AF5009F617858DBEE9DAA92AC01CE9,1,7,3,male,60-,Oosaka,1,60
1756,59F656F13AAF6822F4ADF078F188E17AF2A7D76F31F13EB85B,1,7,31,male,60-,Aomori,0,0
1758,17FF77C383B81715FA812C46DB27484E3024743E8EC6599F34,1,2,19,male,18-22,Gunma,0,0
1759,B57554AACA596E006643CDB6E4EE45A4AC0B413A062841D248,1,6,6,male,50-59,Chiba,1,320
1760,280E6986C9A1C28E59DE4A5840338847543B1051C8FEDB6F62,1,7,3,male,60-,Oosaka,0,0
1761,DBC5B1C813CFE5FE8DF497E50C208FCED8824D3A9646803D82,1,4,2,male,30-39,Kanagawa,1,60
1765,55C3F4A9348676A2EE96E047071215DC3FC51413CF572D80E0,1,6,5,male,50-59,Saitama,0,0
1770,DCB2A452C20FB7604C02B9F28388DB40D09EEFCC8CF4281F09,1,1,3,male,16-18,Oosaka,1,160
1771,15C68F4B6D71C56A0DC5FE12AC25437048BC770CFE69468A6E,1,2,23,male,18-22,Kumamoto,1,320
1777,48CEA0743D98D25C9DF23222627F3A627B890C6B3D2F4271C7,1,3,2,male,22-29,Kanagawa,0,0
1780,856AC1BE1A4E8453B4BE8CBCDA4899BAE2E91BAE938E779442,1,7,6,male,60-,Chiba,0,0
1781,B2928F96D37A3AD085DA871A74396BEB7FD5AB23930BEDF069,1,2,26,male,18-22,Shiga,0,0
1782,2B6376D9EC813D7E1DE6341181028531253EF9399E5AA0EA95,1,1,20,male,16-18,Okayama,0,0
1783,38BDFE2C3B9943AB7EA96426CE3527D6AFEC887FD2622E3D0B,1,5,3,male,40-49,Oosaka,0,0
1784,7A59AA2B963649FC92ADA432843D77C12DD061C163C4E21C1C,1,2,2,male,18-22,Kanagawa,0,0
1785,E561B8056F6C5806557B948140B91CDF2EEA03BB8A3BC0B2AA,1,3,5,male,22-29,Saitama,0,0
1787,432434704CA5D7E8A7BF8A63A057227770A1CC0811D3C3FAE4,1,6,4,male,50-59,Aichi,0,0
1790,7A09DC5885F9BEEA69B32C3356454BADB5483B4911545FBD94,1,3,5,male,22-29,Saitama,0,0
1792,576876C6CCFA336C07988A71507B6BB2EDB10B5CB7264D8B5E,1,5,33,male,40-49,Ishikawa,0,0
1793,2E24C3CCF521441E7011C101EAC8A5229139F7052657C9F535,1,5,5,male,40-49,Saitama,0,0
1795,83E2B20EBBD3430814DDEAC812B421302DE78EC039C1285CB7,1,3,1,male,22-29,Tokyo,0,0
1798,1F569D3C9E8D69E6481FFFD82641DEBE28770FD589ECEC7641,1,2,1,male,18-22,Tokyo,1,300
1800,FCB18539976911AA26019F98B2B8AAE8427047EA4B8F7D818E,1,6,5,male,50-59,Saitama,1,1040
1801,C706371FD87969BEE3B624F2E207214C4AE75CBCFFBEA8EFA1,1,1,14,male,16-18,Miyagi,1,1220
1803,2A928562E8E42DBC4FD5D36D822C86CA2F576F08482723D172,1,3,7,male,22-29,Hyogo,0,0
1804,65CBC00C6F3BEEB52338D7995AE310D5F3EE9CED5D5C445D1E,1,1,1,male,16-18,Tokyo,0,0
1807,A1FB97B77461F655FB9F0DBDFA8CDDA82A97B4372C0403E83D,1,2,1,male,18-22,Tokyo,0,0
1811,B445A8F94A2C1C1A26EB86E48156242BC159286B050E64C5CA,1,3,7,male,22-29,Hyogo,0,0
1813,1C3DEAF9E583947EFD19916DF4D236B274ED9CC7F51FEA9D46,1,3,1,male,22-29,Tokyo,0,0
1814,767DCA585CBF0BB534D18DEF238F17D6A900F9F53F3BE583D7,1,2,12,male,18-22,Hiroshima,1,180
1815,ABD24FC2C493371E05292CBECD75677CCF8DE49C4198872D96,1,3,5,male,22-29,Saitama,0,0
1816,EE5D504891C2559366247C21CCD87B7E9F38DEA29C3C21B1E3,1,1,8,male,16-18,Hokkaido,0,0
1817,04EE46D8BC62E638049DA130E619CAEB0BC98760C0F1705BCE,1,1,8,male,16-18,Hokkaido,0,0
1819,2FD8A394A226ECFAE43115982034AF0E91E2DA9C561F9E293A,1,2,3,male,18-22,Oosaka,0,0
1820,97DA5B4A1EC9BC873119076D20A1619D42CC66C0162B4610BA,1,1,30,male,16-18,Nagasaki,0,0
1821,72CE23ACE051C55CB79EE5479B7EB12FDC6D0144D238E32F35,1,3,1,male,22-29,Tokyo,0,0
1822,E03D2C1882F6BF193642040DABE1F574949911B856EBB2C9C8,1,2,3,male,18-22,Oosaka,1,120
1828,FB7DC5CBC55FC69D0DA76527ADC0A950A1EBEA806A03327067,1,6,1,male,50-59,Tokyo,0,0
1829,C751F3FEB3EF4E20C46C75AC355D2F9C95560F604C1C3FE168,1,7,6,male,60-,Chiba,0,0
1830,D6ED61231C5795B1263DEA91E2459F564BA4122E19DCCBDC77,1,2,36,male,18-22,Miyazaki,0,0
1831,906183EFE3C576CCED4B2883122E3F47F68A9CABE690985DBF,1,2,25,male,18-22,Okinawa,0,0
1834,F8E1888C88E754D2C9DBB03D67B52843750464AA94359B9DCC,1,5,6,male,40-49,Chiba,0,0
1836,4B0CF32190D692C90A3BE6D985743148E3EF43C09A85E0A865,1,4,9,male,30-39,Fukuoka,1,460
1837,86FA3803187E46DF08F9F39CF06D9899BB50A4DB6EE44925AC,1,6,3,male,50-59,Oosaka,1,800
1841,615099D2F5CD1C321380283B1F9485EC56C78DE3C58A00753C,1,1,6,male,16-18,Chiba,0,0
1843,3BE69456263264C0DD8D2954170842D9A594447AA83637EE10,1,5,4,male,40-49,Aichi,0,0
1844,ED2AC1A9A26952FA82830EBA146C90FE1608D5D25D9832D606,1,2,5,male,18-22,Saitama,0,0
1849,61DE078AD655BBFE2F03426B458A689D87CF2ECD6DC2E59BF4,1,4,7,male,30-39,Hyogo,1,40
1852,AD2E8A505163DAFE289649993ACAF9217FAD826CE8520E6DFE,1,7,23,male,60-,Kumamoto,0,0
1855,A86F8D0781227E025738FEFD1539B775511D24C5C3DD01FB1E,1,4,9,male,30-39,Fukuoka,0,0
1858,AD9CC9D55B0F6179413E13E43B75EA4641DAEAAA4CD1CEB19A,1,2,1,male,18-22,Tokyo,0,0
1860,7989DA6484A3E1F9583DD02FA9A414E1E6544A538940A5FEA8,1,7,1,male,60-,Tokyo,1,980
1862,DE5EF3680602AC4768F2406B91ACDB4DED62DEDB9DE3255937,1,2,27,male,18-22,Yamaguchi,0,0
